case_number,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer
2019-00132200,99 CAMP ST,2019-12-30T14:14:00.0,12,2019,Property Damage,Not Used,No violations,0,VTavarez
2019-00132192,71 AMERICA ST,2019-12-30T13:49:00.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,YGonzalez
2019-00132192,71 AMERICA ST,2019-12-30T13:49:00.0,12,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,YGonzalez
2019-00132191,48 HELME ST,2019-12-30T13:29:00.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,IYousif
2019-00502268,302 ATWELLS AVE,2019-12-30T12:58:51.0,12,2019,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,TPickering
2019-00132179,100 SABINT ST ,2019-12-30T12:32:53.0,12,2019,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,WMann
2019-00132177,14 GREENWOOD ST,2019-12-30T12:26:00.0,12,2019,Vandalism,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAGE,1,JRodrigues
2019-00132177,14 GREENWOOD ST,2019-12-30T12:26:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,JRodrigues
2019-00132177,14 GREENWOOD ST,2019-12-30T12:26:00.0,12,2019,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JRodrigues
2019-00132171,14 BENEFIT ST,2019-12-30T12:02:00.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AHampton
2019-00132168,112 LORIMER AVE,2019-12-30T11:58:00.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2019-00132167,64 DARTMOUTH AVE,2019-12-30T11:57:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132159,25 TOBEY ST,2019-12-30T11:41:00.0,12,2019,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,BAuclair
2019-00132159,25 TOBEY ST,2019-12-30T11:41:00.0,12,2019,RI Statute Violation,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,1,BAuclair
2019-00132152,138 KNIGHT ST,2019-12-30T11:16:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132149,371 BROAD ST,2019-12-30T11:06:00.0,12,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,CHines
2019-00132137,203 INDIANA AVE,2019-12-30T09:57:00.0,12,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00132129,81 WASHINGTON AVE,2019-12-30T08:39:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MSheridan
2019-00132113,26 GLADSTONE ST,2019-12-30T05:06:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DAnderson
2019-00132112,244 WASHINGTON AVE,2019-12-30T04:57:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132111,244 WASHINGTON AVE,2019-12-30T04:56:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132110,244 WASHINGTON AVE,2019-12-30T04:55:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132109,244 WASHINGTON AVE,2019-12-30T04:54:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132105,5 MEMORIAL BLVD,2019-12-30T02:54:00.0,12,2019,Burglary,11-8-4,B&E BUS.PLACE PUBLIC BLDG  OR SHIP W/FEL. INTENT,1,SFernandez
2019-00502267,481 CHARLES ST,2019-12-30T01:05:48.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00132083,190 ATWELLS AVE,2019-12-30T00:37:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DSanchez
2019-00132083,190 ATWELLS AVE,2019-12-30T00:37:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,DSanchez
2019-00132073,15 THURBERS AVE,2019-12-29T23:49:00.0,12,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,DAnderson
2019-00132070,227 LYNCH ST,2019-12-29T23:38:00.0,12,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,ESilva
2019-00132070,227 LYNCH ST,2019-12-29T23:38:00.0,12,2019,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,ESilva
2019-00132070,227 LYNCH ST,2019-12-29T23:38:00.0,12,2019,DUI,31-27-2.1,Chemical Test Refusal,1,ESilva
2019-00132062,136 KNIGHT ST,2019-12-29T22:53:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00132050,59 FELIX ST,2019-12-29T21:12:00.0,12,2019,"Assault, Aggravated",11-5-10,D0MESTIC-ASSLT ON PERSON O/60 BODILY INJURY,1,RCriner
2019-00132048,187 BRIDGHAM ST,2019-12-29T20:53:00.0,12,2019,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,CVingi
2019-00132048,187 BRIDGHAM ST,2019-12-29T20:53:00.0,12,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,CVingi
2019-00132035,124 FLORENCE ST,2019-12-29T19:16:00.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,RMalloy
2019-00132018,27 METROPOLITAN RD,2019-12-29T17:58:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,HNorthup
2019-00132016,CUTLER ST & ATWELLS AVE,2019-12-29T17:44:00.0,12,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MSepe
2019-00132007,380 HOPE ST,2019-12-29T17:08:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131997,325 WASHINGTON ST,2019-12-29T16:44:00.0,12,2019,Article Found,Not Used,No violations,0,Central Station
2019-00131994,244 WASHINGTON AVE,2019-12-29T16:27:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131992,404 CRANSTON ST,2019-12-29T16:16:00.0,12,2019,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,JGagnon
2019-00131989,480 UNION AVE,2019-12-29T15:59:00.0,12,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,DRosso
2019-00131987,244 WASHINGTON AVE,2019-12-29T15:42:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00502266,306 BENEFIT ST,2019-12-29T14:51:26.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00131962,1 SABIN ST,2019-12-29T14:16:00.0,12,2019,Article Found,Not Used,No violations,0,EEspinal
2019-00131961,244 SMITH ST,2019-12-29T14:13:00.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,LPrete
2019-00131958,EMPIRE ST & WESTMINSTER ST,2019-12-29T14:04:00.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,GSlater
2019-00131955,919 MANTON AVE,2019-12-29T13:41:00.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,PHourahan
2019-00131952,51 SILVER SPRING ST,2019-12-29T13:11:16.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MTella
2019-00131931,387 CHARLES ST,2019-12-29T12:11:53.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JMadeira
2019-00131925,960 BROAD ST,2019-12-29T11:49:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,NO'Malley
2019-00131925,960 BROAD ST,2019-12-29T11:49:00.0,12,2019,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,NO'Malley
2019-00131918,ELMWOOD AVE & BRIDGHAM ST,2019-12-29T11:19:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JCotugno
2019-00131914,128 OHIO AVE,2019-12-29T11:01:09.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRichards
2019-00502265,12 HOMEFIELD AVE,2019-12-29T10:28:52.0,12,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,BMuldoon
2019-00131907,570 CRANSTON ST,2019-12-29T10:22:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LTaveras
2019-00131903,27 GRAND ST,2019-12-29T09:32:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LTaveras
2019-00131903,27 GRAND ST,2019-12-29T09:32:00.0,12,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,LTaveras
2019-00131896,261 ADMIRAL ST,2019-12-29T08:36:10.0,12,2019,Larceny from Building,11-41-6,ATTEMPTED LARCENY/O $1500 - FROM BLD,1,JMadeira
2019-00131876,5 OF THE ARTS ,2019-12-29T03:46:00.0,12,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,SFernandez
2019-00131861,77 KNIGHT ST,2019-12-29T02:42:00.0,12,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MVoyer
2019-00131861,77 KNIGHT ST,2019-12-29T02:42:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,2,MVoyer
2019-00131861,77 KNIGHT ST,2019-12-29T02:42:00.0,12,2019,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MVoyer
2019-00131849,261 THURBERS AVE,2019-12-29T02:21:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,WSherrill
2019-00131849,261 THURBERS AVE,2019-12-29T02:21:00.0,12,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,WSherrill
2019-00131831,DEAN ST & FEDERAL ST,2019-12-29T01:54:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CVingi
2019-00131825,CHESTNUT ST & ELM ST,2019-12-29T01:36:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AMoore
2019-00131817,24 TAPPAN ST,2019-12-29T01:16:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131814,24 TAPPAN ST,2019-12-29T01:09:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131787,PLAIN ST & PUBLIC ST,2019-12-29T00:06:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,BMcParlin
2019-00131787,PLAIN ST & PUBLIC ST,2019-12-29T00:06:00.0,12,2019,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,BMcParlin
2019-00131784,HOPE ST & PHILLIPS ST,2019-12-28T23:58:00.0,12,2019,Medical Aid,Not Used,No violations,0,KBass
2019-00131780,1 CEDAR ST,2019-12-28T23:49:00.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DSanchez
2019-00131775,BROAD ST & CAHIR ST,2019-12-28T23:45:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,CVingi
2019-00131764,64 DARTMOUTH AVE,2019-12-28T23:20:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00502264,32 EXCHANGE TER,2019-12-28T22:58:07.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00131743,SUMTER ST & HAMILTON ST,2019-12-28T22:06:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ALevesque
2019-00131743,SUMTER ST & HAMILTON ST,2019-12-28T22:06:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ALevesque
2019-00131739,100 FRANCIS ST,2019-12-28T21:50:00.0,12,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RCriner
2019-00131737,HEREFORD ST & TRENT ST,2019-12-28T21:40:00.0,12,2019,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,TManzotti
2019-00131728,STEWART ST & PINE ST,2019-12-28T21:13:00.0,12,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,ASchneider
2019-00131728,STEWART ST & PINE ST,2019-12-28T21:13:00.0,12,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,ASchneider
2019-00131724,100 FRANCIS ST,2019-12-28T21:03:00.0,12,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,GPereira
2019-00131724,100 FRANCIS ST,2019-12-28T21:03:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GPereira
2019-00131718,345 PLAINFIELD ST,2019-12-28T20:41:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPfeiffer
2019-00131711,RICHMOND ST & ELM ST,2019-12-28T20:17:00.0,12,2019,Article Found,Not Used,No violations,0,Central Station
2019-00131710,960 BROAD ST,2019-12-28T20:13:00.0,12,2019,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,ASchneider
2019-00131709,333 W  RIVER ST,2019-12-28T20:12:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00131687,1050 CHALKSTONE AVE,2019-12-28T18:48:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,HNorthup
2019-00131683,64 DARTMOUTH AVE,2019-12-28T18:42:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131678,64 DARTMOUTH AVE,2019-12-28T18:29:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131659,100 FRANCIS ST,2019-12-28T17:18:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JLanier
2019-00131645,190 DEXTER ST,2019-12-28T16:39:00.0,12,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DJohnson
2019-00131645,190 DEXTER ST,2019-12-28T16:39:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DJohnson
2019-00131638,46 HARTFORD AVE,2019-12-28T16:11:00.0,12,2019,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,DPfeiffer
2019-00131632,1 PROVIDENCE PL,2019-12-28T15:46:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,ACalle
2019-00131626,380 HOPE ST,2019-12-28T15:27:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131625,100 FRANCIS ST,2019-12-28T15:25:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,KWilliams
2019-00131622,76 GRAY ST,2019-12-28T15:14:00.0,12,2019,Harassment,Not Used,No violations,0,Central Station
2019-00131621,246 OCONNOR ST,2019-12-28T15:11:21.0,12,2019,Animal Bite,Not Used,No violations,0,JCotugno
2019-00131613,280 BROAD ST,2019-12-28T14:21:00.0,12,2019,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2019-00131610,138 KNIGHT ST,2019-12-28T14:09:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131596,850 MANTON AVE,2019-12-28T13:10:00.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,RSilva
2019-00131585,28 ASCHAM ST,2019-12-28T12:31:00.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField
2019-00131580,1 ERNEST ST,2019-12-28T12:14:27.0,12,2019,Suspicious Person,Not Used,No violations,0,TRichards
2019-00131568,270 BROAD ST,2019-12-28T11:35:00.0,12,2019,Traffic Violation,31-10-27,No License on Person - Exhibited on Demand,1,AFrancis
2019-00131568,270 BROAD ST,2019-12-28T11:35:00.0,12,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,AFrancis
2019-00131568,270 BROAD ST,2019-12-28T11:35:00.0,12,2019,Traffic Violation,31-3-9,Registration Card Carried in Vehicle - Refusal to Show,1,AFrancis
2019-00131568,270 BROAD ST,2019-12-28T11:35:00.0,12,2019,Traffic Violation,31-8-2,Operation of MV When Registration Canceled,1,AFrancis
2019-00502261,20 PROVIDENCE PL,2019-12-28T10:46:48.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BMuldoon
2019-00131553,18 BODELL AVE,2019-12-28T10:10:00.0,12,2019,Lost Article,Not Used,No violations,0,Central Station
2019-00131549,141 GENERAL ST,2019-12-28T09:46:00.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DAnderson
2019-00131542,244 WASHINGTON AVE,2019-12-28T09:22:00.0,12,2019,Missing Persons,Not Used,No violations,0,Central Station
2019-00131543,48 HARVEST ST,2019-12-28T08:46:00.0,12,2019,Auto Towed,Not Used,Parking or MV Violation,0,JLeone
2019-00502260,52 BERKSHIRE ST,2019-12-28T04:55:52.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00131511,7 BODELL AVE,2019-12-28T04:51:00.0,12,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RGaudiana
2019-00502259,27 WALLER ST,2019-12-28T00:08:40.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00502258,1 PROVIDENCE PL,2019-12-27T22:13:30.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BMuldoon
2019-00502257,288 WILLIAMS ST,2019-12-27T22:08:50.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,BMuldoon
2019-00131365,190 BELLEVUE AVE,2019-12-27T21:11:00.0,12,2019,Juvenile Matter,Not Used,No violations,0,LPelaez
2019-00502256,230 DEXTER ST,2019-12-27T19:15:29.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00131331,ATWELLS AVE & BROADWAY ,2019-12-27T17:58:00.0,12,2019,Weapons,11-47-61,DRIVE BY SHOOTINGS,1,CBeach
2019-00502255,7 PROVIDENCE PL,2019-12-27T15:05:24.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BMuldoon
2019-00502254,22 EAGLE ST,2019-12-27T12:44:47.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00131208,1 ALGONQUIN ST,2019-12-27T11:44:45.0,12,2019,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,ADeschamps
2019-00131192,51 SILVER SPRING ST,2019-12-27T10:47:30.0,12,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,MTella
2019-00131182,33 TANNER ST,2019-12-27T10:04:00.0,12,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2019-00131085,99 BOWDOIN ST,2019-12-26T21:50:00.0,12,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,MMcGloin
2019-00502253,510 DOUGLAS AVE,2019-12-26T19:00:09.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BMuldoon
2019-00502252,861 BROAD ST,2019-12-26T13:08:50.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,BMuldoon
2019-00130954,668 CRANSTON ST,2019-12-26T13:02:00.0,12,2019,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,LPelaez
2019-00502251,121 ARGOL ST,2019-12-26T12:51:39.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502250,22 EAGLE ST,2019-12-26T12:30:25.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502249,36 HUDSON ST,2019-12-26T10:49:27.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00502248,53 ASHBURTON ST,2019-12-26T10:22:32.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00130911,469 W FOUNTAIN ST,2019-12-26T09:47:06.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LFernandez
2019-00502247,102 DEAN ST,2019-12-25T21:45:17.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502245,236 WESTMINSTER ST,2019-12-25T11:43:10.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502243,103 SUMMIT AVE,2019-12-24T12:32:04.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502242,34 JUNE ST,2019-12-24T10:29:44.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,BMuldoon
2019-00502240,245 ALLENS AVE,2019-12-24T01:32:54.0,12,2019,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,BMuldoon
2019-00130249,7 PROVIDENCE PL,2019-12-23T19:47:10.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MDuffy
2019-00502238,185 WHITTIER AVE,2019-12-23T18:49:03.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,BMuldoon
2019-00502237,BLACKSTONE BLVD & NORTH AVE,2019-12-23T18:34:40.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,BMuldoon
2019-00502235,SOCIAL ST & CHARLES ST,2019-12-23T13:59:27.0,12,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2019-00502218,219 BENEFIT ST,2019-12-23T11:34:05.0,12,2019,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,EChin
2019-00502217,1 PROVIDENCE PL,2019-12-23T01:32:11.0,12,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,EChin
2019-00128498,802 ATWELLS AVE,2019-12-18T18:42:00.0,12,2019,Bad Checks,11-1-6,CONSPIRACY - BAD CHECK,1,CMatracia
2020-00003365,HAYWARD ST & SOMERSET ST,2020-01-11T04:52:00.0,1,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,WSherrill
2020-00003352,27 REYNOLDS AVE,2020-01-11T03:13:00.0,1,2020,Article Found,Not Used,No violations,0,WSherrill
2020-00003351,744 BRANCH AVE,2020-01-11T03:08:00.0,1,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,LRamalho
2020-00003345,BROAD ST & GALLATIN ST,2020-01-11T02:49:00.0,1,2020,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MRampone
2020-00003345,BROAD ST & GALLATIN ST,2020-01-11T02:49:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MRampone
2020-00003321,593 EDDY ST,2020-01-11T01:22:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KEndres
2020-00003321,593 EDDY ST,2020-01-11T01:22:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KEndres
2020-00003302,116 EMERSON ST,2020-01-11T00:25:00.0,1,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,SPerez
2020-00003289,295 ACADEMY AVE,2020-01-10T23:58:00.0,1,2020,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RJoseph
2020-00003287,WASHINGTON ST & EMPIRE ST,2020-01-10T23:57:00.0,1,2020,Article Found,Not Used,No violations,0,Central Station
2020-00003271,CHAD BROWN ST & OAKLAND AVE,2020-01-10T23:32:00.0,1,2020,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,TManzotti
2020-00003281,272 W  EXCHANGE ST,2020-01-10T23:30:00.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,LPrete
2020-00003263,33 PRUDENCE AVE,2020-01-10T23:14:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00003248,WINTER ST & WASHINGTON ST,2020-01-10T22:21:00.0,1,2020,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,MGuerra
2020-00003234,165 PITMAN ST,2020-01-10T21:07:00.0,1,2020,Embezzelment,11-41-20,SHOPLIFTING-MISD - EMPLOYEE,1,ITorres
2020-00003220,385 WESTMINSTER ST,2020-01-10T20:07:00.0,1,2020,"Fraud, Swindle",11-18-26,OBTAINFOOD/ACCOMODATIONS W/INTENT TO DEFRAUD,1,MVittorioso
2020-00500058,207 OHIO AVE,2020-01-10T19:33:55.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,AGroot
2020-00003203,1245 N  MAIN ST,2020-01-10T18:37:28.0,1,2020,Juvenile Matter,Not Used,No violations,0,MGammino
2020-00003191,136 KNIGHT ST,2020-01-10T18:04:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00500056,BLACKSTONE BLVD & BUTLER HOSPIT ,2020-01-10T17:58:55.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,AGroot
2020-00003187,83 ONTARIO ST,2020-01-10T17:49:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,PHourahan
2020-00003181,190 BELLEVUE AVE,2020-01-10T17:31:00.0,1,2020,Tresspassing,11-44-26,WILLFUL TRESPASS,1,OProctor
2020-00003173,64 DARTMOUTH AVE,2020-01-10T17:05:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00003155,161 PRUDENCE AVE,2020-01-10T16:20:00.0,1,2020,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,SCampbell
